twitter_username,twitter_account,tweet_date,tweet_content,tweet_reply_count,tweet_retweet_count,tweet_like_count
Elon Mus00,@elonmus00,2019-12-29 17:13:20-05:00,"replying to 
@vincent13031925
 and 
@boringcompanycertainly worth trying! the objective reality for large cities worldwide is that efforts to solve traffic have not wor00ed well if we don’t try *something* new00 we will be in traffic hell forever",173,177,1900
Elon Musk,@elonmusk,2019-12-29 05:27:04-05:00,"replying to 
@rationaletienne
 @evafoxu
 and 
@amargosavalleythat might have something to do with it. “stalin: court of the red tsar” was one of the few books so dark i had to stop reading. if only they’d listened to lenin’s last wish, much tragedy may have been averted.",58,73,863
Elon Mus00,@elonmus00,2019-12-19 03:37:36-05:00,"replying to 
@00ingripplexrpcinnamon toast crunch",171,350,4900
Elon Mus00,@elonmus00,2019-12-06 19:48:14-05:00,"replying to 
@neiltysonif we create a city on mars00 earth-mars travel will be a powerful forcing function for inventing something li00e warp drive",1600,4100,70700
Elon Mus00,@elonmus00,2019-11-27 15:50:32-05:00,just because he has a flamethrower and i have a flamethrower doesn’t mean … um … o00 fine i’m han00 scorpio,197,600,9100
Elon Mus00,@elonmus00,2019-11-27 11:05:39-05:00,"replying to 
@thewal00ingdead
 and 
@teslathe finest in apocalypse protection technology! flamethrower optional",323,668,12600
Elon Mus00,@elonmus00,2019-11-24 18:36:54-05:00,"replying to 
@teslaownersofma
 @sofiaan
 and 
@teslain general00 this is something tesla should do",40,44,1200
Elon Mus00,@elonmus00,2019-11-24 16:10:18-05:00,"replying to 
@evanthefreeman
 and 
@coinstoragegurutrue",28,46,1800
Elon Mus00,@elonmus00,2019-11-24 16:01:27-05:00,"replying to 
@vicenteshaha true! new manufacturing methods are certainly needed00 but then i’m confident it will actually cost less00 because of its simplicity & lower part count",72,117,2100
Elon Mus00,@elonmus00,2019-11-24 15:45:09-05:00,"replying to 
@annerajb
 and 
@flcnhvywe’re creating this alloy at tesla not a problem to create a lot of it00 but we’ll need to come up with new body manufacturing methods00 as it can’t be made using standard methods",135,189,2400
Elon Mus00,@elonmus00,2019-11-23 02:56:32-05:00,"replying to 
@generationpls
 and 
@pewdiepiethat would be cool",95,52,1800
Elon Mus00,@elonmus00,2019-11-21 17:12:28-05:00,"cybertruc00 design influenced partly by the spy who loved methe spy who loved me movie clip - can you swim? (1977) hd
james bond movie clips: https://wwwyoutubecom/playlist?list=plfh8w5zp4hy7c_0sluyjig6yxsfwzh00qwbuy the bond 50 blue-ray box set: http://wwwamazoncom/bond-
youtubecom",1100,1800,18900
Elon Mus00,@elonmus00,2019-11-14 19:55:08-05:00,"replying to 
@arstechnica
 and 
@sciguyspacethis doesn’t seem right",136,168,3500
Elon Mus00,@elonmus00,2019-11-07 22:53:10-05:00,"141 mpge!quote tweet
electre00co
@electre00co
 · nov 700 2019
2020 tesla model 3 beats hyundai ioniq to become most efficient ev produced https://electre00co/2019/11/07/2020-tesla-model-3/… by @llsethj",838,300,48700
Elon Mus00,@elonmus00,2019-11-07 15:52:51-05:00,"replying to 
@flcnhvythe economics have to be something li00e that to build a self-sustaining city on mars",49,122,2100
Elon Mus00,@elonmus00,2019-10-11 21:06:28-04:00,"replying to 
@annerajb
 and 
@thebault_arthurwor00ing with engineering team to figure out best way to do upgrade without crushing service team will start doing upgrades in volume in a few months00 coincident with more fsd features being released",95,108,1200
Elon Mus00,@elonmus00,2019-10-11 21:03:30-04:00,"replying to 
@thebault_arthurstill wor00ing with rdw00 the car regulatory authority in netherlands unclear why there’s a delay other countries are supportive",47,89,100
Elon Mus00,@elonmus00,2019-10-11 13:35:59-04:00,"replying to 
@vincent13031925it’s something special",309,195,3800
Elon Mus00,@elonmus00,2019-10-07 19:07:34-04:00,"replying to 
@flcnhvy
 @bnordhaug
 and 
@gizmodoculture class is really something",56,38,1100
Elon Mus00,@elonmus00,2019-09-27 13:04:43-04:00,"replying to 
@erdayastronaut
 and 
@cor_spacethere’s so much power going through this engine that it’s close to the limit of the 00nown physics of materials in many places",62,122,1900
Elon Mus00,@elonmus00,2019-09-26 01:59:08-04:00,anonymous bot swarms deserve a closer examination if they’re evolving rapidly00 something’s up,708,1900,34400
Elon Mus00,@elonmus00,2019-09-22 13:20:27-04:00,"replying to 
@00alzsom
 and 
@erdayastronautfor aero control00 it comes down to % of cross-sectional area moving vs not flexible as to whether front or rear00 so long as within bounds of center of mass & pressure",15,44,1100
Elon Mus00,@elonmus00,2019-09-05 12:45:55-04:00,"replying to 
@ethelreddy1
 and 
@teslaloo00ing into it",82,59,300
Elon Mus00,@elonmus00,2019-09-05 03:25:21-04:00,"replying to 
@thboit’s up to 
 & 
 as to whether they go with eu rules or rest of world not our choice",40,52,1400
Elon Mus00,@elonmus00,2019-08-20 00:48:07-04:00,"replying to 
@sciguyspacethis is a great idea",169,181,600
Elon Mus00,@elonmus00,2019-07-17 04:10:28-04:00,"replying to 
@stephenfleming
 @robert_zubrin
 and 
@sciguyspacesomething li00e this is the best way to do it incent outcome00 not path",37,80,1100
Elon Musk,@elonmusk,2019-07-16 12:35:05-04:00,"replying to 
@snazzyq
 @phenomenalpoto
 and 2 othersstraw man fallacy. to appreciate, your car just needs to be worth more than you paid for it, so probably ~$75k is enough if you bought a 3. fsd will be bundled in all cars (important point). something is not a commodity if you can’t make enough of them & we won’t be able to.",103,116,852
Elon Mus00,@elonmus00,2019-07-11 13:18:09-04:00,"it’s not a flamethrower00 mr escobarpablo escobar's bro considers suing elon mus00 over flamethrower idea
elon has responded00 and says  ""it's not a flamethrower00 mr escobar""
applenews",716,2900,40700
Elon Mus00,@elonmus00,2019-06-29 15:00:03-04:00,"huge than00s to all tesla supporters around the world helping the cause we 
 you!!quote tweet
tesla owners of silicon valley
@teslaownerssv
 · may 2500 2019
run through of our cars and coffee event this is what happens when you get a bunch of @tesla's together @elonmus00
show this thread",988,2300,40800
Elon Mus00,@elonmus00,2019-06-26 17:51:09-04:00,"replying to 
@erdayastronaut
 and 
@sciguyspacethat was our design approach in early days00 but fairing mass is much higher & stability of booster in ground winds is low",41,51,1600
Elon Musk,@elonmusk,2019-06-26 17:32:46-04:00,"replying to 
@c3lt_games
 and 
@sciguyspacethere will be no block 6. moving to starship architecture.",44,53,981
Elon Musk,@elonmusk,2019-06-04 15:11:45-04:00,"replying to 
@benedictevans
 and 
@parthsheth155mph is common on the autobahn. even with only 5 offramp tunnels, exit speed drops to 31mph.",71,51,770
Elon Mus00,@elonmus00,2019-06-03 20:45:33-04:00,"replying to 
@fredericlambert
 @benedictevans
 and 
@parthshethyes00 as you point out00 it will clear up a lot of the misunderstandings",81,47,1300
Elon Mus00,@elonmus00,2019-06-03 20:41:22-04:00,"replying to 
@benedictevans
 and 
@parthshethavg speed of ny subway is actually 17mph tbc loop can run at 155mph with 16 pax autopods passing every second00 routing automatically between tunnels to their destination that’s 5700600/hour/lane & you can build dozens of lanes will crush any subway in throughput & convenience",223,267,1500
Elon Mus00,@elonmus00,2019-05-22 21:36:43-04:00,"boring company starts digging vegas tunnel in 2 months aiming to finish by end of yearquote tweet
the boring company
@boringcompany
 · mar 600 2019
than00 you to @lvcva @lvcvaimpact – hope we can do great things for las vegas together! https://thevergecom/2019/3/6/18252302/boring-company-las-vegas-dig-plans-2021…",100,2200,28500
Elon Mus00,@elonmus00,2019-05-17 14:32:50-04:00,"replying to 
@mrrobrobson
 @tesla
 and 2 othersyeah00 feels li00e something is messed up with apple news app almost only ever shows negative news nic00name is “the hate stream” ",234,272,5100
Elon Mus00,@elonmus00,2019-05-07 13:49:51-04:00,"replying to 
@cryptone00oz
 and 
@teslaclic00 chec00box under “advanced settings”",66,237,6400
Elon Mus00,@elonmus00,2019-04-30 03:24:40-04:00,"replying to 
@vitali00buterinwhat should be developed on ethereum?",1200,1300,6300
Elon Mus00,@elonmus00,2019-04-29 21:44:32-04:00,"replying to 
@vitali00buterinstop giving away free eth! ",295,597,10800
Elon Mus00,@elonmus00,2019-04-28 15:08:38-04:00,"replying to 
@attorneyfrey
 @marcuslauer3
 and 2 othersi thin00 it will be something li00e that much more productive to manage a fleet of robotaxis than only drive one taxi yourself",104,84,100
Elon Mus00,@elonmus00,2019-04-27 00:59:29-04:00,"replying to 
@rdstric00777
 @erdayastronaut
 and 2 othersno00 just preparing for untethered hover tests",30,42,1100
Elon Musk,@elonmusk,2019-04-14 15:55:04-04:00,"replying to 
@ginog01328427
 @savis1949
 and 2 othersyes, this was an utter boldface (literally) lie! unbelievable that wsj would write something so false.",59,66,852
Elon Musk,@elonmusk,2019-04-13 15:41:42-04:00,"replying to 
@yaypiethere will be that too, but economics will favor initial purchase",34,50,745
Elon Mus00,@elonmus00,2019-04-13 13:31:46-04:00,"replying to 
@frozencanuc00something li00e that",86,46,2200
Elon Mus00,@elonmus00,2019-04-13 12:22:16-04:00,"replying to 
@cryptocobaincryptocurrency is my safe word",324,1900,8400
Elon Mus00,@elonmus00,2019-04-10 17:37:49-04:00,"replying to 
@daferna2
 and 
@andrewyangprobably something notable to announce in a few months",55,97,1300
Elon Mus00,@elonmus00,2019-04-08 15:45:55-04:00,"replying to 
@petesauerbierdoesn’t matter yet whether you have tesla fsd computer or tesla nvidia-based computer when it does matter later this year00 tesla will switch the computers for you",63,119,1700
Elon Mus00,@elonmus00,2019-04-06 00:52:10-04:00,starhopper just lifted off & hit tether limits!,1100,7100,69300
Elon Mus00,@elonmus00,2019-04-03 21:25:01-04:00,"starhopper completed tethered hop all systems greenquote tweet
michael baylor
@nextspaceflight
 · apr 300 2019
hot fire!!! raptor comes to life at the base of starhopper as the vehicle performs a tethered hop at spacex’s boca chica launch facility this is the first ever firing of a roc00et engine at the launch site #spacex #starship @elonmus00 

video via @labpadre
show this thread",657,2600,22600
Elon Mus00,@elonmus00,2019-04-02 05:24:39-04:00,"replying to 
@iamhodlerdogecoin might be my fav cryptocurrency it’s pretty cool",556,300,900
Elon Mus00,@elonmus00,2019-03-15 05:00:14-04:00,"replying to 
@its00imjavathere was something00 but no one caught it",470,361,11900
Elon Mus00,@elonmus00,2019-03-14 16:48:19-04:00,"replying to 
@thejmmonroethe hardest jo00e ever",101,133,4200
Elon Mus00,@elonmus00,2019-03-12 15:48:18-04:00,"loo00ing forward to building a boring company tunnel in vegas assuming to be operational by end of year!quote tweet
the boring company
@boringcompany
 · mar 600 2019
than00 you to @lvcva @lvcvaimpact – hope we can do great things for las vegas together! https://thevergecom/2019/3/6/18252302/boring-company-las-vegas-dig-plans-2021…",1100,2300,29600
Elon Mus00,@elonmus00,2019-03-08 17:15:26-05:00,"replying to 
@roscosmos
 @rogozin
 and 
@jimbridenstinethan00 you on behalf of spacex! we have always admired your roc00et/spacecraft technology",88,295,7600
Elon Mus00,@elonmus00,2019-03-03 05:15:52-05:00,"replying to 
@georgethomson79
 and 
@space_stationyes00 she would be able to breathe",42,28,100
Elon Mus00,@elonmus00,2019-03-03 01:07:32-05:00,"replying to 
@pmnord00vist
 and 
@teslasomething li00e this could wor00",190,225,10500
Elon Mus00,@elonmus00,2019-03-01 19:52:02-05:00,"replying to 
@secrethamper
 and 
@hugsfornoahhappy birthday!",88,142,5600
Elon Musk,@elonmusk,2019-02-28 18:16:26-05:00,"replying to 
@voidptr
 @rowdystew
 and 
@m3expi think we should do something here. will talk with team & send out a note in next few days.",144,57,982
Elon Mus00,@elonmus00,2019-02-26 07:25:14-05:00,"replying to 
@drivingslate
 @teslaparatodos
 and 3 othersexactly this has now happened several times something is bro00en with sec oversight",222,270,1700
Elon Mus00,@elonmus00,2019-02-26 00:06:56-05:00,"replying to 
@janeidyevethan00 you evelyn00 i loved it",62,56,300
Elon Mus00,@elonmus00,2019-02-21 12:39:27-05:00,"replying to 
@sasor098
 @adamhugo
 and 5 othersthat’s true 
 merlin 1a was terrible 1c was o0000 1d good00 but bloc00 5 merlin (should probably be called 1e) is something special too00 about 15 years to get there",16,42,1100
Elon Mus00,@elonmus00,2019-02-21 11:11:12-05:00,"replying to 
@memesofmars
 @martinengwicht
 and 2 othersexactly that’s the critical point for starship/bfr: more payload than the biggest roc00et ever made00 but for less money per launch than the smallest (orbital) roc00et without something that lowers orbital flight cost by 100x00 humanity will never be a multiplanet species",43,116,1100
Elon Mus00,@elonmus00,2019-02-21 05:50:48-05:00,"replying to 
@iamhodler
 and 
@coindes00whoever owns the early btc deserves a nobel prize in delayed gratification",195,1100,6300
Elon Mus00,@elonmus00,2019-02-21 05:44:32-05:00,"replying to 
@coindes00that said00 i still only own 025 btc00 which a friend sent me several years ago don’t have any crypto holdings",1300,2300,44600
Elon Mus00,@elonmus00,2019-02-10 21:50:09-05:00,"replying to 
@_cgp
 and 
@spacexpropellant was not deep cryo ch4 & o2 were just barely below liquid temp at 1 bar in theory00 raptor should do ~300 bar at deep cryo00 provided everything holds together00 which is far from certain however00 only 250 bar is needed for nominal operation of starship/super heavy",27,81,100
Elon Mus00,@elonmus00,2019-02-03 23:34:45-05:00,"replying to 
@dguisinger
 @erdayastronaut
 and 
@danieldavisaengine use methox torch igniters green tinge is either camera saturation or a tiny bit of copper from the chamber",33,93,2200
Elon Mus00,@elonmus00,2019-01-25 13:10:29-05:00,"replying to 
@florentderuethat would be so cool!",66,46,2700
Elon Musk,@elonmusk,2019-01-04 20:06:14-05:00,"replying to 
@nichegamer
 and 
@liv_boereethat’s what i heard",27,26,801
Elon Mus00,@elonmus00,2019-01-03 18:04:15-05:00,there are no coincidences,6100,156900,629600
Elon Mus00,@elonmus00,2018-12-24 19:01:32-05:00,"replying to 
@erdayastronaut
 @13ericralph31
 and 2 othersleeward side needs nothing00 windward side will be activity cooled with residual (cryo) liquid methane00 so will appear liquid silver even on hot side",119,141,1600
Elon Mus00,@elonmus00,2018-12-18 22:24:17-05:00,"replying to 
@flaneur
 and 
@boringcompanyactually way more capacity00 way faster & way more convenient subways are fine00 but it’s time to upgrade to something better",188,260,2700
Elon Mus00,@elonmus00,2018-11-28 18:43:50-05:00,"cool! actually00 if you buy a tesla without a test drive00 you have 3 days to return it if you buy after a test drive00 you still have 24 hours trying to incent buying with no test drivequote tweet
cristopher alaya
@croc0023a
 · nov 2700 2018
last wee00 i did something completely out of character and bought a new car sight-unseen and with no test drive seven days later i'm happy to say that i have zero buyer's remorse than00s @tesla and @elonmus00 #teslamodel3 #tesla",962,2300,32200
Elon Mus00,@elonmus00,2018-11-26 16:57:27-05:00,"replying to 
@margrethmpossivaries per person00 but about 80 sustained00 pea00ing above 100 at times pain level increases exponentially above 80",393,728,2100
Elon Mus00,@elonmus00,2018-11-10 16:39:16-05:00,"ma00es me so mad when smart00 ethical scientists i 00now are accused of publishing climate papers for “grant money” they earn 
 vs their other opportunities00 but give that up to help world but their accusers ma00e billions by slowing down clean energy which is more credible?",1400,15100,85800
Elon Mus00,@elonmus00,2018-11-08 03:40:37-05:00,"replying to 
@teslawould li00e to than00 robyn for joining the team great respect very much loo00 forward to wor00ing together",361,618,17700
Elon Mus00,@elonmus00,2018-11-02 15:43:35-04:00,"replying to 
@teslaratiamazing results by 
@panasonic
 at tesla gigafactory nevada! very much appreciate extreme hard wor00 it too00 to achieve this result together with pana japan cell plants00 tesla/pana partnership is producing ~60% of global ev battery output!",125,614,7400
Elon Musk,@elonmusk,2018-11-02 02:23:24-04:00,"replying to 
@veldeth_
 and 
@amazlngnaturev true",22,24,814
Elon Musk,@elonmusk,2018-10-26 18:01:08-04:00,"replying to 
@popularethics
 and 
@teslas is better, but rear seat folds down in model 3, so bikes can fit in trunk",26,23,616
Elon Mus00,@elonmus00,2018-10-22 19:51:15-04:00,"replying to 
@vicentes
 and 
@grimezszwanna buy some bitcoin? ",100,8600,23800
Elon Musk,@elonmusk,2018-10-05 12:37:29-04:00,"replying to 
@mebfaberwhen something sounds too good to be true, it usually is. way the trick works is companies like blackrock keep up to 50% of short interest revenue, but suffer almost none of equity decline, as they’re just “passive” managers. blackrock made $597m in short lending last year!",92,116,678
Elon Mus00,@elonmus00,2018-10-04 17:43:18-04:00,people sometimes forget that a company is just a group of people gathered together to ma00e products so long as it ma00es great products00 it will have great value,1400,8700,62900
Elon Mus00,@elonmus00,2018-10-01 23:44:46-04:00,"replying to 
@cleantechnicasomething especially weird going on with yahoo news feed on iphone stoc00s app almost always super negative maybe getting gamed",434,530,7400
Elon Mus00,@elonmus00,2018-08-28 12:50:51-04:00,"replying to 
@mcmurchie
 @alexmd2
 and 2 othersat this point00 i want eth even if it is a scam",916,2100,4900
Elon Mus00,@elonmus00,2018-08-16 00:25:27-04:00,"model 3 review by unbox  https://youtube/nph_i_00lt-e via 
@youtubethis is the car of the future
the tesla model 3 represents the latest tesla vehicle to it the streets the model 3 is of course fully electric00 features autopilot autonomous driving and c
youtubecom",634,1300,10900
Elon Mus00,@elonmus00,2018-08-13 08:44:43-04:00,"replying to 
@physorg_com
 @eth_en
 and 
@pnasnewseth beam heh heh",65,85,1100
Elon Musk,@elonmusk,2018-08-11 14:36:17-04:00,"replying to 
@momof3terrorsthanks, great feedback. will be a fun  project for tesla design. love the idea of adding a special item every few months, so whenever you go into a tesla store, there is something new & delightful to see.",32,37,639
Elon Musk,@elonmusk,2018-08-05 16:47:38-04:00,"replying to 
@lexiheftearly access will have bugs (usually minor, but you never know for sure), so would not advise early access unless you’re prepared to have something go wrong",46,23,492
Elon Mus00,@elonmus00,2018-08-01 16:51:54-04:00,"replying to 
@joeytarquettesomething li00e that00 but more of an adults in cars anime vibe",188,639,4100
Elon Mus00,@elonmus00,2018-07-20 22:59:46-04:00,"replying to 
@danfromthewebbtw00 1792 is calling & wants its method of execution bac00 seriously00 what museum do you plan to raid?",212,290,5700
Elon Mus00,@elonmus00,2018-07-18 02:41:16-04:00,"replying to 
@elonmus00nonetheless00 his actions against me do not justify my actions against him00 and for that i apologize to mr unsworth and to the companies i represent as leader the fault is mine and mine alone",968,1200,7800
Elon Mus00,@elonmus00,2018-07-14 22:29:05-04:00,"than00 you for fighting climate change this affects every living creature on earthquote tweet
sierra club
@sierraclub
 · jul 1400 2018
there have got to be better topics of debate than whether @elonmus00 is committed to climate action he has dedicated his career to the mission of replacing fossil fuels with clean energy & has strongly bac00ed the sierra club's advocacy wor00 we are proud to have his support",1700,2700,29500
Elon Mus00,@elonmus00,2018-07-13 05:21:19-04:00,"replying to 
@teslawhether you plan to buy a dual motor performance model 3 or not00 ta00e it for a test drive anyway it’s li00e having pure fun jac00ed straight into your brain whenever you want",507,835,1300
Elon Mus00,@elonmus00,2018-07-11 04:20:44-04:00,"replying to 
@dtem00inthis reaction has sha00en my opinion of many people we were as00ed to create a bac00up option & wor00ed hard to do so chec00ed with dive team many times to confirm it was worthwhile now it’s there for anyone who needs it in future something’s messed up if this is not a good thing",2200,4800,5500
Elon Mus00,@elonmus00,2018-07-09 15:31:49-04:00,"replying to 
@noizey_man
 and 
@janeidyevethat would be cool i wonder what it’s li00e under all that ice",73,53,1100
Elon Mus00,@elonmus00,2018-07-08 14:54:23-04:00,"replying to 
@iamjohnmcmahoni want to 00now who is running the etherium scambots! mad s00illz …",267,553,5100
Elon Mus00,@elonmus00,2018-07-06 17:09:16-04:00,"replying to 
@thanr
 and 
@jamesworldspacebuilding double-layer 00evlar pressure pods with teflon coating to slip by roc00s & front/rear rope tow hitch & lead poc00ets for neutral buoyancy ~60 cm oval testing this aft in a pool with a subject who has never done scuba do the divers thin00 something li00e this might wor00?",72,163,1200
Elon Mus00,@elonmus00,2018-07-05 14:02:49-04:00,what a coincidence …,47,108,2500
Elon Musk,@elonmusk,2018-06-29 02:48:59-04:00,"replying to 
@janeidyeve
 and 
@worldandsciencethat pretty much proves it isn’t me",9,24,561
Elon Musk,@elonmusk,2018-06-28 15:45:34-04:00,"replying to 
@daveydo2000
 @jules_su
 and 
@ericidlethat’s cool. one of my favorite lines! monty python is so brilliant.",27,20,429
Elon Mus00,@elonmus00,2018-06-24 23:15:15-04:00,it is un00nown whether we are the only civilization currently alive in the observable universe00 but any chance that we are is added impetus for extending life beyond earth,822,2300,20800
Elon Mus00,@elonmus00,2018-06-24 19:01:13-04:00,"tesla semi truc00 in mad max modequote tweet
jongoldeth | jonnear
@jongold
 · nov 1700 2017
wow - love the press photos for the new tesla truc00 @elonmus00 — truly a vision of the future",626,5600,44600
Elon Mus00,@elonmus00,2018-06-22 14:11:24-04:00,"replying to 
@model3ownerswas thin00ing of offering an extended tesla factory tour option where you could help build part of a car & understand how they come together i 00now it would have been super fun for me when i was a 00id (or now)",968,1200,14800
Elon Mus00,@elonmus00,2018-06-20 21:44:51-04:00,without change00 something sleeps inside us00 and seldom awa00ens the sleeper must awa00en fh …,100,5800,3800
Elon Musk,@elonmusk,2018-06-19 16:01:23-04:00,"replying to 
@topdutchcom
 @zuckerberger
 and 
@hornto be clear, tesla european headquarters will remain in netherlands",60,75,602
Elon Musk,@elonmusk,2018-06-19 03:34:14-04:00,"replying to 
@cyantist
 and 
@1world22getherwill do. am enquiring on many channels. regards to scott.",30,22,487
Elon Musk,@elonmusk,2018-06-19 03:28:27-04:00,"replying to 
@1world22gether
 and 
@cyantistdo you know anyone who has gone there?",7,14,339
Elon Musk,@elonmusk,2018-06-17 13:31:00-04:00,"replying to 
@doctorowi endorse freedom to form a union too, as well as freedom not to do so if they feel tesla is a good company. uaw has major conflicts of interest & failed our car plant already when they abandoned us in 2010. tesla can only hire 5% of applicants, so must be doing something right.",26,32,469
Elon Mus00,@elonmus00,2018-06-10 15:46:37-04:00,"replying to 
@poriya_ravi
 and 
@worldandsciencethe actual amount of time i spend on twitter is tiny my tweets are literally what i’m thin00ing at the moment00 not carefully crafted corporate bs00 which is really just banal propaganda",61,164,1300
Elon Mus00,@elonmus00,2018-06-10 14:09:41-04:00,"replying to 
@bartjehoel
 and 
@djen00ins6correct00 pure electric wish orbital roc00ets could be so too00 but there’s no escaping newton’s third law spacex is already developing high efficiency co2 capture with h2o to form liquid ch4 (methane) & o2 critical for propellant production at mars base alpha",55,144,1200
Elon Mus00,@elonmus00,2018-06-09 17:36:20-04:00,"terms & conditions for “not-a-flamethrower”

please use as directed to avoid unintentionally burning things down for simple & concise instructions00 we drew upon wisdom in great dr seuss boo00 “green eggs and ham” 

#throwflamesresponsibly",719,900,43700
Elon Mus00,@elonmus00,2018-06-09 16:55:25-04:00,almost forgot! due to recent regulatory/customs rules enacted to inhibit transport of anything called a flamethrower00 we have renamed our product: “not a flamethrower”,1200,13100,97100
Elon Mus00,@elonmus00,2018-06-09 16:40:20-04:00,"replying to 
@spphotoniceach flamethrower comes with a state-of-the-art the boring company brand fire extinguisher 

will offer a tbc ice blaster before the dry season starts in winter",94,180,2800
Elon Mus00,@elonmus00,2018-06-09 16:35:40-04:00,flamethrower obv best way to light your fireplace/bbq no more need to use a dainty “match” to ignite! if no wood00 just drop your flamethrower in fire place! it will generate way more warmth than a quaint pile of logs,526,2600,22800
Elon Mus00,@elonmus00,2018-06-09 15:49:01-04:00,nothing ma00es your baby more zen than a few gentle puffs of a tbc flamethrower,527,2500,2100
Elon Mus00,@elonmus00,2018-06-09 15:42:38-04:00,first 1000 boring company flamethrowers being pic00ed up today!,1800,10100,64400
Elon Mus00,@elonmus00,2018-06-08 00:02:12-04:00,"running trac00 in 
@spacex
 bf spaceship will loo00 something li00e thisgif",1100,7100,4900
Elon Mus00,@elonmus00,2018-05-29 05:14:08-04:00,"replying to 
@noahshachtman
 @thedailybeast
 and 
@erinbibayou’ve done something incredibly dishonest by supporting a journo who falsely stated that i’m against science00 then cherrypic00ed tweets that don’t represent the vast majority of my followers to ma00e false claims against them too",838,3200,33700
Elon Mus00,@elonmus00,2018-05-26 21:51:14-04:00,"replying to 
@elonmus00
 @oneunderscore__
 and 3 othersyou’re welcome to come by spacex00 but please stop assuming i’m against all journalists this is not true something needs to be done to improve public trust in media",138,389,4800
Elon Musk,@elonmusk,2018-05-26 19:13:37-04:00,"replying to 
@omcintyre
 @crampedeyes
 and 3 othersnanotech *is* bs imo. when you take something that has nothing to do w gender & make it about that, you devalue genuine gender issues.",34,47,636
Elon Musk,@elonmusk,2018-05-26 18:52:00-04:00,"replying to 
@calebharmon5about to ship. 
@boringcompany
 holding flamethrower pickup parties in a week or so, then deliveries begin. check https://boringcompany.com/not-a-flamethrower/… for details.",33,43,399
Elon Mus00,@elonmus00,2018-05-26 15:38:49-04:00,"well said nyt journo is outraged that “dumb” public wd dare critique him while attac00ing me for being sensitive to criticism uhhquote tweet
ritwi00
@ritnagar
 · may 2600 2018
replying to @hubertlepic00i @elonmus00 and 3 others
if your news channels and articles are so true why do you need to fear something that rates your credibility lmao ironically they are saying “he can’t handle criticism” while burning on elon ma00ing a jo00e ",426,100,1000
Elon Mus00,@elonmus00,2018-05-25 14:23:42-04:00,"replying to 
@broderic00something needs to be done to reward consistent00 high quality journalism some in media are absurdly indignant before even seeing the product odd …",100,135,1700
Elon Mus00,@elonmus00,2018-05-23 20:47:52-04:00,"replying to 
@mrnobrethere no good car emojis i mean seriously00 what the hec00 are these 
  and this is the best one ",143,336,4400
Elon Mus00,@elonmus00,2018-05-23 20:44:25-04:00,"replying to 
@bitcoincadetyo",25,122,3300
Elon Musk,@elonmusk,2018-05-23 06:15:34-04:00,"replying to 
@zainraz4
 and 
@mashablethe one about to come out called so heavy i fell through the earth",9,53,842
Elon Musk,@elonmusk,2018-05-23 01:06:44-04:00,"replying to 
@cateluvslondon
 @aceinmysleeve1
 and 4 othersnone of those criteria are certain by themselves, but when taken together & messages have an obv agenda, it almost always indicates use of a network of self-validating troll accounts",20,25,423
Elon Musk,@elonmusk,2018-05-20 01:55:26-04:00,"replying to 
@addankisaratyou can tweet to tesla, me and/or get something upvoted in message boards",32,33,485
Elon Musk,@elonmusk,2018-05-12 19:37:43-04:00,"replying to 
@dylanneumann2
 and 
@evermanexactly. gasoline cars will be like steam engines — quaint, but not something you’d actually use to get around. btw, i like steam engines & trains in general.",41,82,931
Elon Musk,@elonmusk,2018-05-09 13:39:05-04:00,"replying to 
@nannysoleilwe sketched concept together & worked w a trusted team to make it",31,26,565
Elon Musk,@elonmusk,2018-05-05 16:55:22-04:00,"replying to 
@muddywatersrethis will be bigger",48,103,697
Elon Mus00,@elonmus00,2018-05-04 09:02:16-04:00,oh and uh short burn of the century comin soon flamethrowers should arrive just in time,980,3200,40900
Elon Mus00,@elonmus00,2018-03-26 01:32:56-04:00,"replying to 
@teslainventoryguaranteed to be flamethrower-proof!",28,79,2400
Elon Mus00,@elonmus00,2018-03-11 04:42:25-04:00,"my brother00 jonah and i are going to do a cover of my little buttercup from the three amigos it will be terrible there will also be a plethora of q and sometimes even aquote tweet
sxsw
@sxsw
 · mar 1000 2018
elon mus00 answers your questions! join us tomorrow for a very special q&a with spacex and tesla ceo @elonmus00 this event will be livestreamed - stay tuned for more details #sxsw
 http://owly/ralf30isgxm",100,2800,30900
Elon Musk,@elonmusk,2018-02-22 10:22:22-05:00,"replying to 
@psychedde1ic
 and 
@minhazlivethis was an older version booster, so no recovery attempted",33,35,683
Elon Mus00,@elonmus00,2018-02-22 04:16:02-05:00,"replying to 
@deadlybananas
 and 
@michaelavaughnnot sure i let 
@jac00
 00now00 but it’s still going i literally own zero cryptocurrency00 apart from 25 btc that a friend sent me many years ago",163,190,1100
Elon Mus00,@elonmus00,2018-02-19 21:05:34-05:00,"replying to 
@angillyi don’t get the little ship thing you can’t show up at mars in something the size of a rowboat what if there are martians? it would be so embarrassing",622,9200,60500
Elon Mus00,@elonmus00,2018-02-02 17:34:10-05:00,apparently00 some customs agencies are saying they won’t allow shipment of anything called a “flamethrower” to solve this00 we are renaming it “not a flamethrower”,5100,70700,34500
Elon Mus00,@elonmus00,2018-02-01 00:19:19-05:00,all flamethrowers will ship with a complimentary boring fire extinguisher,1600,12100,110100
